status,path,title,gameCode,sha256,region,cic,saveType,byteOrder,verified,entryPoint,fields,coreFieldsPerSecond,p99Ms,instructions,pc,graphicsTasks,audioTasks,graphicsCommands,unsupportedGraphics,graphicsOpcodes,microcode,microcodeCrc32,audioMicrocode,graphicsBackend,rdpOtherModeHigh,rdpOtherModeLow,rdpCycleType,alphaRejected,framebufferBlended,unsupportedTextures,audioCommands,unsupportedAudio,audioOpcodes,viInterrupts,audioDmas,controllerPolls,maxColors,distinctFrames,audioSamples,audioPeak,droppedAudio,stateDeterministic,capture,graphicsCapture,findings
Warning,Mario Kart 64 (USA).n64,MARIOKART64,NKTE,A8588FFDFB628C0433A2A18664CF68942812B975D16AE4D8B1C66F2045920065,Ntsc,Cic6102,Eeprom4Kbit,ByteSwapped,False,True,1800,107.905,30.634,1407031250,0x800005BC,550,1757,1407406,0,,F3dex,0x0ACE4C3F,NeadMarioKart,Pixel64 Fast3D software renderer,0x00882CC0,0x0F0A4000,0,742606,126031859,,674955,0,,1793,1778,552,5981,33,1896154,0.984173,0,True,captures/0000-Mario Kart 64 (USA)-A8588FFD.bmp,,Pixel64 boot attempt enabled for this Nintendo 64 cartridge. Compatibility has not yet been verified.
