status,path,title,gameCode,sha256,region,cic,saveType,byteOrder,verified,entryPoint,fields,coreFieldsPerSecond,p99Ms,instructions,pc,graphicsTasks,audioTasks,graphicsCommands,unsupportedGraphics,graphicsOpcodes,microcode,microcodeCrc32,audioMicrocode,graphicsBackend,rdpOtherModeHigh,rdpOtherModeLow,rdpCycleType,alphaRejected,framebufferBlended,unsupportedTextures,audioCommands,unsupportedAudio,audioOpcodes,viInterrupts,audioDmas,controllerPolls,maxColors,distinctFrames,audioSamples,audioPeak,droppedAudio,stateDeterministic,capture,graphicsCapture,findings
Warning,Mario Golf (USA).n64,MarioGolf64,NMFE,3A055916907462714CEB3841E4277A0777526AEF79C0DD32D039E6A14B946272,Ntsc,Cic6102,Sram256Kbit,ByteSwapped,False,True,2400,53.819,70.197,1875781250,0x80029EB4,1162,2338,5444333,0,,F3dex2,0xDBFF458A,NAudio,Pixel64 Fast3D software renderer,0x000000F0,0x005510C0,0,29425013,59069418,,516844,0,,2392,2336,2385,6102,76,2493834,0.647497,0,True,captures/0000-Mario Golf (USA)-3A055916.bmp,,"Core throughput was 53.8 fields/s, below 60.0 fields/s realtime. | Pixel64 boot attempt enabled for this Nintendo 64 cartridge. Compatibility has not yet been verified."
