status,path,title,gameCode,sha256,region,cic,saveType,byteOrder,verified,entryPoint,fields,coreFieldsPerSecond,p99Ms,instructions,pc,graphicsTasks,audioTasks,graphicsCommands,unsupportedGraphics,graphicsOpcodes,microcode,graphicsBackend,rdpOtherModeHigh,rdpOtherModeLow,rdpCycleType,alphaRejected,framebufferBlended,unsupportedTextures,audioCommands,unsupportedAudio,audioOpcodes,viInterrupts,audioDmas,controllerPolls,maxColors,distinctFrames,audioSamples,audioPeak,droppedAudio,stateDeterministic,capture,findings
Pass,Super Mario 64 (USA).z64,SUPER MARIO 64,NSME,17CE077343C6133F8C9F2D6D6D9A4AB62C8CD2AA57C40AEA1F490B4C8BB21D91,Ntsc,Cic6102,Eeprom4Kbit,BigEndian,True,True,600,85.718,40.534,469531250,0x80246DDC,197,579,543216,0,,Fast3d,Pixel64 Fast3D software renderer,0x00B82C00,0x0F0A4000,3,0,1695403,,104996,0,,593,579,197,3479,15,618880,1.000000,0,True,,
