status,path,title,gameCode,sha256,region,cic,saveType,byteOrder,verified,entryPoint,fields,coreFieldsPerSecond,p99Ms,instructions,pc,graphicsTasks,audioTasks,graphicsCommands,unsupportedGraphics,graphicsOpcodes,microcode,microcodeCrc32,audioMicrocode,graphicsBackend,rdpOtherModeHigh,rdpOtherModeLow,rdpCycleType,alphaRejected,framebufferBlended,unsupportedTextures,audioCommands,unsupportedAudio,audioOpcodes,viInterrupts,audioDmas,controllerPolls,maxColors,distinctFrames,audioSamples,audioPeak,droppedAudio,stateDeterministic,capture,graphicsCapture,findings
Warning,Quest 64 (USA).n64,Quest 64,NETE,44420B6007EFA526FC17C1F3778830650801D686EA1BC0473D02D68587FF19B9,Ntsc,Cic6102,None,ByteSwapped,False,True,1800,94.683,19.695,1407031250,0x80000518,1796,1769,1614139,0,,F3dex,0xE445E1D4,Abi1,Pixel64 Fast3D software renderer,0x0002AC00,0x00504240,0,0,104107916,,500569,0,,1793,1768,3598,79694,33,1888266,0.297701,0,True,captures/0000-Quest 64 (USA)-44420B60.bmp,,Pixel64 boot attempt enabled for this Nintendo 64 cartridge. Compatibility has not yet been verified.
