status,path,title,gameCode,sha256,region,cic,saveType,byteOrder,verified,entryPoint,fields,coreFieldsPerSecond,p99Ms,instructions,pc,graphicsTasks,audioTasks,graphicsCommands,unsupportedGraphics,graphicsOpcodes,microcode,microcodeCrc32,audioMicrocode,graphicsBackend,rdpOtherModeHigh,rdpOtherModeLow,rdpCycleType,alphaRejected,framebufferBlended,unsupportedTextures,audioCommands,unsupportedAudio,audioOpcodes,viInterrupts,audioDmas,controllerPolls,maxColors,distinctFrames,audioSamples,audioPeak,droppedAudio,stateDeterministic,capture,graphicsCapture,findings
Warning,Harvest Moon 64 (USA).n64,HARVESTMOON64,NYWE,83FAF274EC3D66F207988F805BB94EDD0E76AF147BA233F57AA3B6468B8F68CF,Ntsc,Cic6102,Eeprom4Kbit,ByteSwapped,False,True,1500,73.570,29.875,1172656250,0x80026050,2158,1437,2703483,0,,F3dex2,0x41C915CB,NAudio,Pixel64 Fast3D software renderer,0x0000A0C0,0x0F0A7008,0,13050367,13085697,,272096,0,,1492,1435,1441,1160,42,1532798,0.487548,0,True,captures/0000-Harvest Moon 64 (USA)-83FAF274.bmp,,Pixel64 boot attempt enabled for this Nintendo 64 cartridge. Compatibility has not yet been verified.
