status,path,title,gameCode,sha256,region,cic,saveType,byteOrder,verified,entryPoint,fields,coreFieldsPerSecond,p99Ms,instructions,pc,graphicsTasks,audioTasks,graphicsCommands,unsupportedGraphics,graphicsOpcodes,microcode,microcodeCrc32,audioMicrocode,graphicsBackend,rdpOtherModeHigh,rdpOtherModeLow,rdpCycleType,alphaRejected,framebufferBlended,unsupportedTextures,audioCommands,unsupportedAudio,audioOpcodes,viInterrupts,audioDmas,controllerPolls,maxColors,distinctFrames,audioSamples,audioPeak,droppedAudio,stateDeterministic,capture,graphicsCapture,findings
Warning,Mario Kart 64 (USA).n64,MARIOKART64,NKTE,A8588FFDFB628C0433A2A18664CF68942812B975D16AE4D8B1C66F2045920065,Ntsc,Cic6102,Eeprom4Kbit,ByteSwapped,False,True,1200,121.058,31.798,938281250,0x80040ADC,312,1166,621486,0,,F3dex,0x0ACE4C3F,NeadMarioKart,Pixel64 Fast3D software renderer,0x00882CC0,0x00552078,0,0,76521815,,445450,0,,1193,1180,315,5981,19,1258460,0.952636,0,True,captures/0000-Mario Kart 64 (USA)-A8588FFD.bmp,,Pixel64 boot attempt enabled for this Nintendo 64 cartridge. Compatibility has not yet been verified.
